Size,TimeMicroseconds
95600,75448.6
95700,41131.4
95800,36773.2
95900,46389
96000,41199.4
96100,45131.2
96200,50303.8
96300,47693.2
96400,38586
96500,40838
96600,43032.6
96700,40753
96800,42871.2
96900,34707
97000,54808.2
97100,56885
97200,41197.4
97300,36930
97400,46022
97500,41906.2
97600,44812.8
97700,48640.2
97800,51785
97900,46357.8
98000,41123.8
98100,48280
98200,42046.4
98300,49500.6
98400,45106.2
98500,54761.4
98600,45117.2
98700,32795.8
98800,45498
98900,40543
99000,39906.6
99100,44363.2
99200,45270.6
99300,36798
99400,40766.2
99500,44999.8
99600,38909.6
99700,44193.8
99800,43440.2
99900,42681.6
100000,40779.8
