Size,TimeMicroseconds
60000,12252.2
60100,14367.2
60200,15272.6
60300,10452.6
60400,13540.4
60500,12220.8
60600,11473.6
60700,13326.2
60800,14633.8
60900,10618.4
61000,9727
61100,12017.2
61200,13271.6
61300,13401
61400,12744.8
61500,10157
61600,14193
61700,13547.6
61800,14332.2
61900,17366.8
62000,15407.6
62100,13439.4
62200,15249.6
62300,15937.8
62400,17637.8
62500,18590.4
62600,18175.8
62700,17993.8
62800,14852.8
62900,16695.8
63000,15714.6
63100,16979.6
63200,10780.8
63300,12678.4
63400,13047
63500,12979
63600,16294.6
63700,17200.4
63800,9044.2
63900,8504.4
64000,11230
64100,17802.8
64200,15929.2
64300,16011.4
64400,17990
64500,11913.6
64600,14736.2
64700,16962.6
64800,17251.6
64900,16375.4
65000,16414.8
65100,30615
65200,29362.2
65300,25349.6
65400,24054
65500,19936.8
65600,20393.2
65700,21034.8
65800,19646.8
65900,20993
66000,19340.2
66100,20884.2
66200,19661.8
66300,20883.8
66400,35527.8
66500,41408.6
66600,33235.6
66700,39004.4
66800,39340
66900,35238
67000,33011.4
67100,33152.2
67200,35095.2
67300,34009.4
67400,32108.4
67500,35588.2
67600,31226.2
67700,35138.2
67800,35472
67900,35194.2
68000,34726
68100,35302.8
68200,37028
68300,94352.2
68400,105194
68500,33168.6
68600,34282
68700,35342.6
68800,35195.6
68900,35360.6
69000,36260.2
69100,37848.6
69200,38402.4
69300,37000.2
69400,32967.8
69500,33376.4
69600,34678
69700,34177
69800,31045.2
69900,29609.2
70000,29204.8
70100,31293
70200,31346.6
70300,30618.2
70400,31027
70500,32349.6
70600,29553.6
70700,30191
70800,32702
70900,32023.8
71000,30870.2
71100,34103.6
71200,31474.4
71300,29709.4
71400,32237.6
71500,28782.6
71600,33996.2
71700,32397.6
71800,31899
71900,31507.4
72000,29121.4
72100,29752.2
72200,29687
72300,31375.6
72400,30908.4
72500,31925.4
72600,33480.6
72700,31781.8
72800,33155
72900,34879
73000,38103.4
73100,41380.8
73200,39830.6
73300,41851.2
73400,38087.8
73500,36755.4
73600,36425
73700,32368.6
73800,45874
73900,38862.8
74000,37979
74100,53043.6
74200,38829.6
74300,36618.4
74400,38672
74500,40178.8
74600,38983.2
74700,35948.6
74800,37693
74900,36882.6
75000,35125.6
75100,36005.4
75200,35676.6
75300,35229.4
75400,36434.4
75500,35580.2
75600,37311.8
75700,37593.2
75800,36309.4
75900,38224.2
76000,37258.8
76100,36366.2
76200,36242.4
76300,37072.2
76400,36571.6
76500,38015.4
76600,37833.8
76700,36642.4
76800,39262.6
76900,39029
77000,35571.6
77100,63562.4
77200,56971.2
77300,52339
77400,36971.8
77500,39403.6
77600,34408.2
77700,33759
77800,33800
77900,36814.2
78000,35250.8
78100,34689
78200,32736.6
78300,33463
78400,37105.8
78500,37702.6
78600,35078
78700,35224.4
78800,35687.8
78900,35946.4
79000,34665.4
79100,37632.6
79200,33688.6
79300,33939
79400,37888.4
79500,37485.6
79600,36178
79700,37978.4
79800,35356.6
79900,32447.6
80000,36837.6
80100,37603.4
80200,42355.8
80300,34615.8
80400,34701.6
80500,38812.8
80600,32573.6
80700,34735.4
80800,23970
80900,39450.4
81000,37359.8
81100,26825.4
81200,20336.8
81300,17230.4
81400,17442.4
81500,20286.4
81600,20577.8
81700,17876
81800,20892
81900,23175.2
82000,25697.8
82100,20393.2
82200,19641.8
82300,18296
82400,17261
82500,17617.2
82600,20294
82700,19940.8
82800,26230
82900,23886.8
83000,24929.4
83100,24248.8
83200,15028.6
83300,15196.6
83400,23731.6
83500,25096.4
83600,22363.6
83700,17404.6
83800,15959.4
83900,17161.2
84000,21023
84100,19685.8
84200,19346
84300,21195.4
84400,19422
84500,22362.6
84600,18043.4
84700,14932
84800,19549.2
84900,14452.6
85000,15632.2
85100,18099.6
85200,21255.8
85300,20335.4
85400,24038.2
85500,16824.8
85600,15569.8
85700,19570.6
85800,21907.6
85900,22854
86000,19812.4
86100,14051.4
86200,13266.8
86300,20170
86400,17059
86500,14782.2
86600,17803.8
